"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4160484";"";"0";"484.43";"0";"4.61";"12h";"N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1";"FC";"'='";"1.9";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4137128";"Activation of SOS1 in human HeLa cells assessed as effect on RAS-GTP levels by measuring ratio of total RAS level to RAS-GTP level at 3.1 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4170697";"";"0";"476.02";"0";"4.44";"15f";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)CCN2Cc1c[nH]c2ccc(Cl)cc12";"Emax";"'='";"97.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4436096";"";"0";"480.61";"1";"5.87";"I-83";"Cc1cccc([C@@H](C)Nc2nc(C)nc3cc(C)c(-c4ccc(C(=O)N5CCOCC5)cc4)cc23)c1";"IC50";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"15.31";"0.28";"1.49";"10.92";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4172582";"";"0";"490.05";"0";"4.75";"18";"Cc1ccc2c(C[C@H](N)C(=O)N3CCC4(CC3)CCN4Cc3c[nH]c4ccc(Cl)cc34)c[nH]c2c1";"EC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"12.44";"0.24";"1.35";"7.51";"0";"CHEMBL4137131";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4164690";"";"0";"496.44";"0";"4.42";"17";"N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N1CC2CN(Cc3c[nH]c4ccc(Cl)cc34)CC2C1";"FC";"'='";"7.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4137126";"Activation of SOS1 in human HeLa cells assessed as effect on RAS-GTP levels by measuring ratio of total RAS level to RAS-GTP level at 25 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4646858";"";"0";"285.27";"0";"2.40";"1c";"NS(=O)(=O)c1ccc(Oc2cc(F)cc(F)c2)cc1";"Kd";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4621789";"Displacement of FITC-labelled probe from human SOS1 catalytic domain (564 to 1049 residues) incubated for 20 mins by fluorescence polarization competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619787";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4238147";"";"0";"399.90";"0";"4.88";"32";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2c(CCN)cccc12)C1CC1";"Activity";"'='";"203.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4237204";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by pull-down assay relative to positive control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4243567";"";"0";"437.95";"1";"5.75";"34";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2c(C3=CCNCC3)cccc12)C1CC1";"Activity";"'='";"201.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4237204";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by pull-down assay relative to positive control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4247087";"";"0";"385.25";"1";"5.89";"13";"Clc1cc(Cl)cc(Nc2nc(NCc3ccco3)c3ccccc3n2)c1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4237217";"Biphasic activity at SOS1 in human HeLa cells assessed as reduction in ERK1/2 T202/Y204 phosphorylation at 100 uM measured after 30 mins by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4247355";"";"0";"370.86";"1";"5.77";"25";"CC[C@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2ccccc12)C1CC1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4237217";"Biphasic activity at SOS1 in human HeLa cells assessed as reduction in ERK1/2 T202/Y204 phosphorylation at 100 uM measured after 30 mins by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4160484";"";"0";"484.43";"0";"4.61";"12h";"N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1";"FC";"'='";"0.2";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4137121";"Activation of SOS1 in human HeLa cells assessed as effect on ERK1/2T202/Y204 phosphorylation levels by measuring ratio of total ERK1/2 level to pERK1/2T202/Y204 level at 50 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4212206";"";"0";"493.03";"1";"5.48";"56";"Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4cncnc4C(C)C)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201761";"Activation of SOS1 in human NCI-H727 cells expressing KRAS G12V mutant assessed as induction of ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (higher range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H727";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4544012";"";"0";"327.37";"0";"1.75";"NSC-45186";"NS(=O)(=O)c1ccc2c(c1)/C(=N\Nc1ccccc1)C(=O)C=C2";"Kd";"'='";"158000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4421088";"Binding affinity to N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-terminal-GST-tagged H-Ras (1 to 166 residues) binding to NT-647 cysteine-labeled purified SOS1 catalytic domain by competitive microscale thermophoresis analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4540709";"";"0";"459.49";"0";"4.37";"I-2";"COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)CO)c3)c2cc1O[C@@H]1CCOC1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"18.55";"0.35";"4.15";"9.94";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4435342";"";"0";"504.68";"2";"5.71";"I-318";"COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(C)(C)O)c3)c2cc1[C@H]1CC[C@H](C(=O)N(C)C)CC1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"16.04";"0.30";"2.39";"9.25";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4579517";"";"0";"509.53";"2";"5.05";"I-337";"Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3ccn(CC(=O)N(C)C)c(=O)c3)ccc2n1";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"14.59";"0.27";"2.38";"9.28";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4471363";"";"0";"498.63";"1";"5.09";"I-219";"COCC(=O)N1CCC(n2cc(-c3ccc4nc(C)nc(N[C@H](C)c5cccc(C)c5)c4c3)cn2)CC1";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"14.98";"0.28";"2.38";"8.77";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4160864";"";"0";"476.02";"0";"4.30";"15c";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)CN(Cc1c[nH]c3ccc(Cl)cc13)C2";"FC";"'='";"1.8";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4137132";"Activation of SOS1 in human HeLa cells assessed as effect on RAS-GTP levels by measuring ratio of total RAS level to RAS-GTP level at 12.5 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4513254";"";"0";"573.66";"2";"6.10";"I-357";"COCCN(C)C(=O)[C@H]1CC[C@H](c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3cc2OC)CC1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"14.86";"0.28";"2.42";"8.31";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4561259";"";"0";"325.37";"1";"5.72";"NSC-70220";"O=[N+]([O-])c1ccccc1/C=C/C=C1c2ccccc2-c2ccccc21";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421084";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) at 100 uM by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4537816";"";"0";"406.42";"0";"2.44";"C3";"COc1ccccc1/C=C1\NC(=S)N(/C=C2/C(=O)Oc3ccccc3C2=O)C1=O";"IC50";"'='";"53200.0";"nM";"4.27";"";"";"UO_0000065";"10.52";"0.20";"1.83";"5.03";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4551314";"";"0";"480.45";"1";"7.44";"UC-397299";"CCCCCC1CCN2c3c1cc(C(=O)O)cc3C1C=CCC1C2c1ccc(Br)cc1";"IC50";"'='";"16100.0";"nM";"4.79";"";"";"UO_0000065";"9.98";"0.21";"-2.65";"11.82";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4476158";"";"0";"385.51";"1";"5.89";"UC-397847";"O=C(O)c1cc2c3c(c1)C1CCCCC1CN3C(c1ccccc1)C1CC=CC21";"IC50";"'='";"43500.0";"nM";"4.36";"";"";"UO_0000065";"11.31";"0.21";"-1.53";"10.76";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4561259";"";"0";"325.37";"1";"5.72";"NSC-70220";"O=[N+]([O-])c1ccccc1/C=C/C=C1c2ccccc2-c2ccccc21";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421149";"Inhibition of SOS1 in overnight serum-starved human MIAPaCa2 cells assessed as reduction in EGFR phosphorylation at 20 to 40 uM by Western blotting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4644134";"";"0";"399.88";"0";"2.32";"2g";"NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCNCC2)c1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4621791";"Agonist activity at SOS1 in human HeLa cells assessed as modulation of ERK2 phosphorylation at Y204 residue at 200 uM by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619787";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3308376";""
"CHEMBL4529467";"";"0";"524.61";"2";"5.48";"I-285";"COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)CO)c3)c2cc1C1=CCC(C(=O)N(C)C)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"16.58";"0.31";"3.22";"9.93";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4439239";"";"0";"432.57";"0";"4.99";"I-292";"Cc1cccc([C@@H](C)Nc2nc(C)nc3c(C)cc(C4CCN(CC(=O)O)CC4)cc23)c1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"17.46";"0.32";"2.56";"9.64";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4519580";"";"0";"472.51";"1";"5.39";"I-293";"Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(C3CCN(CC(=O)O)CC3)ccc2n1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"16.84";"0.32";"2.57";"10.16";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4571606";"";"0";"598.71";"2";"5.78";"I-241";"COCCN1CCN(C(=O)[C@H]2CC[C@@H](c3ccc4nc(C)nc(N[C@H](C)c5cc(N)cc(C(F)(F)F)c5)c4c3)CC2)CC1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"13.62";"0.26";"2.37";"8.44";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4557066";"";"0";"555.64";"2";"6.23";"I-243";"Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)[C@@H]4CCOC4)CC3)ccc2n1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"14.48";"0.27";"1.82";"8.62";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4524954";"";"0";"418.54";"0";"4.25";"I-52";"CC(=O)N1CCC(O)(c2ccc3nc(C)nc(N[C@H](C)c4cccc(C)c4)c3c2)CC1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"18.76";"0.35";"3.60";"10.02";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4648579";"";"0";"277.35";"0";"2.74";"1d";"Cc1cc(C)cc(Oc2ccc(S(N)(=O)=O)cc2)c1";"Kd";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4621789";"Displacement of FITC-labelled probe from human SOS1 catalytic domain (564 to 1049 residues) incubated for 20 mins by fluorescence polarization competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619787";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4648876";"";"0";"442.94";"0";"2.00";"3g";"NCCN1CCN(Cc2cc(S(N)(=O)=O)ccc2Oc2ccc(F)c(Cl)c2)CC1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4621791";"Agonist activity at SOS1 in human HeLa cells assessed as modulation of ERK2 phosphorylation at Y204 residue at 200 uM by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619787";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3308376";""
"CHEMBL4214703";"";"0";"479.00";"0";"4.91";"65";"Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201759";"Biphasic activity at of SOS1 in human HeLa cells expressing wild type KRAS assessed as reduction in ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (higher range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4171439";"";"0";"449.99";"0";"3.95";"7e";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC1CCN(Cc2c[nH]c3cc(Cl)ccc23)CC1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4137131";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
